TraitId;TraitName;TraitValues;TraitProperties;OtherProperties;pmcId
950;10FD-early_83 Loc1;{};{"LEAF \/ STEM":"09FD_83 Loc1&2","Chr":"STEM-STEM"};{};PMC3464107
951;0.67 ***;{};{"LEAF \/ STEM":"10FD-early_83 Loc2","Chr":"09FD_83 Loc1&2"};{};PMC3464107
952;0.41 **;{};{"LEAF \/ STEM":"10FD-late_83 Loc1","Chr":"09FD_83 Loc1&2"};{};PMC3464107
953;0.54 ***;{};{"LEAF \/ STEM":"10FD-late_83 Loc2","Chr":"09FD_83 Loc1&2"};{};PMC3464107
954;0.78 ***;{};{"LEAF \/ STEM":"10FD-early_83 Loc2","Chr":"10FD-early_83 Loc1"};{};PMC3464107
955;0.73 ***;{};{"LEAF \/ STEM":"10FD-late_83 Loc2","Chr":"10FD-early_83 Loc1"};{};PMC3464107
956;0.72 ***;{};{"LEAF \/ STEM":"10FD-late_83 Loc2","Chr":"10FD-early_83 Loc2"};{};PMC3464107
957;0.45 **;{};{"LEAF \/ STEM":"10FD-late_83 Loc2","Chr":"10FD-late_83 Loc1"};{};PMC3464107
958;09FD_83 Loc1&2;{};{"r":"0.57 ***","LEAF \/ STEM":"LEAF-LEAF","Chr":"Chr 11"};{};PMC3464107
959;0.42 **;{};{"LEAF \/ STEM":"10FD-late_83 Loc1","Chr":"09FD_83 Loc1&2"};{};PMC3464107
960;0.68 ***;{};{"LEAF \/ STEM":"10FD-late_83 Loc1","Chr":"10FD-early_83 Loc1&2"};{};PMC3464107
961;0.49 ***;{};{"LEAF \/ STEM":"10FD-late_83 Loc2","Chr":"10FD-early_83 Loc1&2"};{};PMC3464107
962;0.51 ***;{};{"LEAF \/ STEM":"10FD-late_83 Loc2","Chr":"10FD-late_83 Loc1"};{};PMC3464107
963;0.50 ***;{};{"LEAF \/ STEM":"GC_120 p10353","Chr":"GC_120 p7629"};{};PMC3464107
964;09FD_83 Loc1&2;{};{"r":"0.54 ***","LEAF \/ STEM":"STEM-STEM","Chr":"Chr 11"};{};PMC3464107
965;0.52 ***;{};{"LEAF \/ STEM":"10FD-early_83 Loc2","Chr":"09FD_83 Loc1&2"};{};PMC3464107
966;0.45 **;{};{"LEAF \/ STEM":"10FD-late_83 Loc1","Chr":"09FD_83 Loc1&2"};{};PMC3464107
967;0.44 **;{};{"LEAF \/ STEM":"10FD-late_83 Loc2","Chr":"09FD_83 Loc1&2"};{};PMC3464107
968;0.68 ***;{};{"LEAF \/ STEM":"10FD-early_83 Loc2","Chr":"10FD-early_83 Loc1"};{};PMC3464107
969;0.50 ***;{};{"LEAF \/ STEM":"10FD-late_83 Loc1","Chr":"10FD-early_83 Loc1"};{};PMC3464107
970;0.43 **;{};{"LEAF \/ STEM":"10FD-late_83 Loc2","Chr":"10FD-early_83 Loc1"};{};PMC3464107
971;0.47 **;{};{"LEAF \/ STEM":"10FD-late_83 Loc1","Chr":"10FD-early_83 Loc2"};{};PMC3464107
972;0.52 ***;{};{"LEAF \/ STEM":"10FD-late_83 Loc2","Chr":"10FD-early_83 Loc2"};{};PMC3464107
973;0.91 ***;{};{"LEAF \/ STEM":"10FD-late_83 Loc2","Chr":"10FD-late_83 Loc1"};{};PMC3464107
974;10FD-late_83 Loc1&2;{};{"r":"0.58 ***","LEAF \/ STEM":"LEAF-LEAF","Chr":"Chr 5"};{};PMC3464107
975;0.66 ***;{};{"LEAF \/ STEM":"09FD_83 Loc1&2","Chr":"STEM-STEM"};{};PMC3464107
976;10FD-early_83 Loc1&2;{};{"r":"0.57 ***","LEAF \/ STEM":"LEAF-LEAF","Chr":"Chr 11"};{};PMC3464107
977;10FD-early_83 Loc1;{};{"r":"0.54 ***","LEAF \/ STEM":"STEM-STEM","Chr":"Chr 11"};{};PMC3464107
978;09FD_120 Loc1 LEAF;{"LOD Peak \/ Threshold":"4.27\/1.75"};{"Groupa":"LFRes5-2","R2":"0.29","Peak Marker or Interval":"At2g31970-At4g12590","Chr":"Chr5"};{};PMC3464107
979;09FD_120_L2_Lf5;{"LOD Peak \/ Threshold":"0.18"};{"Groupa":"At5g49510","Peak Marker or Interval":"2.93\/1.71","Chr":"09FD_120 Loc2 LEAF"};{};PMC3464107
980;09FD_120_L12_St5;{"LOD Peak \/ Threshold":"0.18"};{"Groupa":"T1541-TG69","Peak Marker or Interval":"1.89\/1.72","Chr":"09FD_120 Loc1&2 STEM"};{};PMC3464107
981;10FDe_83_L12_Lf5-1;{"LOD Peak \/ Threshold":"0.21"};{"Groupa":"TG358","Peak Marker or Interval":"4.76\/1.72","Chr":"10FD-early_83 Loc1&2 LEAF"};{};PMC3464107
982;10FDe_83_L12_Lf5-2;{"LOD Peak \/ Threshold":"0.47"};{"Groupa":"At2g31970-At4g12590","Peak Marker or Interval":"7.77\/1.72","Chr":""};{};PMC3464107
983;10FDe_83_L1_St5;{"LOD Peak \/ Threshold":"0.21"};{"Groupa":"T1541","Peak Marker or Interval":"2.74\/1.70","Chr":"10FD-early_83 Loc1 STEM"};{};PMC3464107
984;10FDe_83_L2_St5;{"LOD Peak \/ Threshold":"0.21"};{"Groupa":"T1541-TG69","Peak Marker or Interval":"3.63\/1.72","Chr":"10FD-early_83 Loc2 STEM"};{};PMC3464107
985;10FDl_83_L2_St5;{"LOD Peak \/ Threshold":"0.41"};{"Groupa":"TG358","Peak Marker or Interval":"5.43\/1.77","Chr":"10FD-late_83 Loc2 STEM"};{};PMC3464107
986;GC_120_p10_St5-1;{"LOD Peak \/ Threshold":"0.19"};{"Groupa":"TG23","Peak Marker or Interval":"3.01\/1.71","Chr":"GC_120 p10353 STEM"};{};PMC3464107
987;GC_120_p10_St5-2;{"LOD Peak \/ Threshold":"0.18"};{"Groupa":"At2g31970-At4g12590","Peak Marker or Interval":"2.34\/1.71","Chr":""};{};PMC3464107
988;09FD_120 Loc1&2 LEAF;{"LOD Peak \/ Threshold":"1.89\/1.63"};{"Groupa":"LFRes11-3","R2":"0.07","Peak Marker or Interval":"At4g22260","Chr":"Chr11"};{};PMC3464107
989;09FD_120_L12_Lf11-2;{"LOD Peak \/ Threshold":"0.17"};{"Groupa":"At5g04590","Peak Marker or Interval":"3.70\/1.63","Chr":""};{};PMC3464107
990;10FDe_83_L12_Lf11-1;{"LOD Peak \/ Threshold":"0.21"};{"Groupa":"TG194","Peak Marker or Interval":"3.28\/1.68","Chr":"10FD-early_83 Loc1&2 LEAF"};{};PMC3464107
991;10FDe_83_L12_Lf11-2;{"LOD Peak \/ Threshold":"0.38"};{"Groupa":"At5g04590","Peak Marker or Interval":"5.82\/1.68","Chr":""};{};PMC3464107
992;10FDe_83_L1_St11-1;{"LOD Peak \/ Threshold":"0.23"};{"Groupa":"TG194","Peak Marker or Interval":"3.39\/1.59","Chr":"10FD-early_83 Loc1 STEM"};{};PMC3464107
993;10FDe_83_L1_St11-2;{"LOD Peak \/ Threshold":"0.31"};{"Groupa":"U340899","Peak Marker or Interval":"4.27\/1.59","Chr":""};{};PMC3464107
994;10FDe_83_L2_St11-1;{"LOD Peak \/ Threshold":"0.18"};{"Groupa":"TG194","Peak Marker or Interval":"2.44\/1.64","Chr":"10FD-early_83 Loc2 STEM"};{};PMC3464107
995;10FDe_83_L2_St11-2;{"LOD Peak \/ Threshold":"0.33"};{"Groupa":"U340899","Peak Marker or Interval":"4.47\/1.64","Chr":""};{};PMC3464107
996;10FDl_83_L1_Lf11-1;{"LOD Peak \/ Threshold":"0.24"};{"Groupa":"cLEX4G10","Peak Marker or Interval":"3.03\/1.76","Chr":"10FD-late_83 Loc1 LEAF"};{};PMC3464107
997;10FDl_83_L1_Lf11-2;{"LOD Peak \/ Threshold":"0.15"};{"Groupa":"At5g04590","Peak Marker or Interval":"2.30\/1.76","Chr":""};{};PMC3464107
998;10FDl_83_L2_Lf11-1;{"LOD Peak \/ Threshold":"0.22"};{"Groupa":"At1g21690","Peak Marker or Interval":"3.50\/1.74","Chr":"10FD-late_83 Loc2 LEAF"};{};PMC3464107
999;10FDl_83_L2_Lf11-2;{"LOD Peak \/ Threshold":"0.24"};{"Groupa":"cLEB7L1","Peak Marker or Interval":"2.97\/1.74","Chr":""};{};PMC3464107
1000;10FDl_83_L2_Lf11-3;{"LOD Peak \/ Threshold":"0.19"};{"Groupa":"At5g04590","Peak Marker or Interval":"3.16\/1.74","Chr":""};{};PMC3464107
1001;10FDl_83_L1_St11;{"LOD Peak \/ Threshold":"0.28"};{"Groupa":"At5g04590","Peak Marker or Interval":"4.56\/1.78","Chr":"10FD-late_83 Loc1 STEM"};{};PMC3464107
1002;10FDl_83_L2_St11-1;{"LOD Peak \/ Threshold":"0.13"};{"Groupa":"At5g16710","Peak Marker or Interval":"1.88\/1.74","Chr":"10FD-late_83 Loc2 STEM"};{};PMC3464107
1003;10FDl_83_L2_St11-2;{"LOD Peak \/ Threshold":"0.23"};{"Groupa":"At5g04590","Peak Marker or Interval":"3.23\/1.74","Chr":"10FD-late_83 Loc2 STEM"};{};PMC3464107
1004;GC_120_p76_Lf11;{"LOD Peak \/ Threshold":"0.22"};{"Groupa":"cLEX4G10","Peak Marker or Interval":"3.80\/1.69","Chr":"GC_120 p7629 LEAF"};{};PMC3464107
1005;GC_120_sal_Lf11;{"LOD Peak \/ Threshold":"0.12"};{"Groupa":"At1g44446","Peak Marker or Interval":"1.87\/1.61","Chr":"GC_120 Sal10 LEAF"};{};PMC3464107
1006;GC_120_p76_St11;{"LOD Peak \/ Threshold":"0.18"};{"Groupa":"cLEX4G10","Peak Marker or Interval":"3.06\/1.68","Chr":"GC_120 p7629 STEM"};{};PMC3464107
1007;GC-3_120_sal_St11-1;{"LOD Peak \/ Threshold":"0.10"};{"Groupa":"At1g21690","Peak Marker or Interval":"1.87\/1.61","Chr":"GC-3_120 Sal10 STEM"};{};PMC3464107
1008;GC-3_120_sal_St11-2;{"LOD Peak \/ Threshold":"0.21"};{"Groupa":"At4g10050","Peak Marker or Interval":"3.35\/1.61","Chr":""};{};PMC3464107
1009;09FD_120_L1_Lf5;{"LOD Peak \/ Threshold":"4.27\/1.75"};{"Groupa":"LFRes5-2","R2":"0.29","Peak Marker or Interval":"At2g31970-At4g12590","Chr":"Chr5"};{};PMC3464107
1010;LFRes5-2;{"LOD Peak \/ Threshold":"0.18"};{"Groupa":"At5g49510","Peak Marker or Interval":"2.93\/1.71","Chr":"09FD_120 Loc2 LEAF"};{};PMC3464107
1011;STRes5-5;{"LOD Peak \/ Threshold":"0.18"};{"Groupa":"T1541-TG69","Peak Marker or Interval":"1.89\/1.72","Chr":"09FD_120 Loc1&2 STEM"};{};PMC3464107
1012;LFRes5-1;{"LOD Peak \/ Threshold":"0.21"};{"Groupa":"TG358","Peak Marker or Interval":"4.76\/1.72","Chr":"10FD-early_83 Loc1&2 LEAF"};{};PMC3464107
1013;LFRes5-2;{"LOD Peak \/ Threshold":"0.47"};{"Groupa":"At2g31970-At4g12590","Peak Marker or Interval":"7.77\/1.72","Chr":""};{};PMC3464107
1014;STRes5-4;{"LOD Peak \/ Threshold":"0.21"};{"Groupa":"T1541","Peak Marker or Interval":"2.74\/1.70","Chr":"10FD-early_83 Loc1 STEM"};{};PMC3464107
1015;STRes5-4;{"LOD Peak \/ Threshold":"0.21"};{"Groupa":"T1541-TG69","Peak Marker or Interval":"3.63\/1.72","Chr":"10FD-early_83 Loc2 STEM"};{};PMC3464107
1016;STRes5-1;{"LOD Peak \/ Threshold":"0.41"};{"Groupa":"TG358","Peak Marker or Interval":"5.43\/1.77","Chr":"10FD-late_83 Loc2 STEM"};{};PMC3464107
1017;STRes5-2;{"LOD Peak \/ Threshold":"0.19"};{"Groupa":"TG23","Peak Marker or Interval":"3.01\/1.71","Chr":"GC_120 p10353 STEM"};{};PMC3464107
1018;STRes5-3;{"LOD Peak \/ Threshold":"0.18"};{"Groupa":"At2g31970-At4g12590","Peak Marker or Interval":"2.34\/1.71","Chr":""};{};PMC3464107
1019;09FD_120_L12_Lf11-1;{"LOD Peak \/ Threshold":"1.89\/1.63"};{"Groupa":"LFRes11-3","R2":"0.07","Peak Marker or Interval":"At4g22260","Chr":"Chr11"};{};PMC3464107
1020;LFRes11-5;{"LOD Peak \/ Threshold":"0.17"};{"Groupa":"At5g04590","Peak Marker or Interval":"3.70\/1.63","Chr":""};{};PMC3464107
1021;LFRes11-1;{"LOD Peak \/ Threshold":"0.21"};{"Groupa":"TG194","Peak Marker or Interval":"3.28\/1.68","Chr":"10FD-early_83 Loc1&2 LEAF"};{};PMC3464107
1022;LFRes11-5;{"LOD Peak \/ Threshold":"0.38"};{"Groupa":"At5g04590","Peak Marker or Interval":"5.82\/1.68","Chr":""};{};PMC3464107
1023;STRes11-1;{"LOD Peak \/ Threshold":"0.23"};{"Groupa":"TG194","Peak Marker or Interval":"3.39\/1.59","Chr":"10FD-early_83 Loc1 STEM"};{};PMC3464107
1024;STRes11-2;{"LOD Peak \/ Threshold":"0.31"};{"Groupa":"U340899","Peak Marker or Interval":"4.27\/1.59","Chr":""};{};PMC3464107
1025;STRes11-1;{"LOD Peak \/ Threshold":"0.18"};{"Groupa":"TG194","Peak Marker or Interval":"2.44\/1.64","Chr":"10FD-early_83 Loc2 STEM"};{};PMC3464107
1026;STRes11-2;{"LOD Peak \/ Threshold":"0.33"};{"Groupa":"U340899","Peak Marker or Interval":"4.47\/1.64","Chr":""};{};PMC3464107
1027;LFRes11-4;{"LOD Peak \/ Threshold":"0.24"};{"Groupa":"cLEX4G10","Peak Marker or Interval":"3.03\/1.76","Chr":"10FD-late_83 Loc1 LEAF"};{};PMC3464107
1028;LFRes11-5;{"LOD Peak \/ Threshold":"0.15"};{"Groupa":"At5g04590","Peak Marker or Interval":"2.30\/1.76","Chr":""};{};PMC3464107
1029;LFRes11-3;{"LOD Peak \/ Threshold":"0.22"};{"Groupa":"At1g21690","Peak Marker or Interval":"3.50\/1.74","Chr":"10FD-late_83 Loc2 LEAF"};{};PMC3464107
1030;LFRes11-4;{"LOD Peak \/ Threshold":"0.24"};{"Groupa":"cLEB7L1","Peak Marker or Interval":"2.97\/1.74","Chr":""};{};PMC3464107
1031;LFRes11-5;{"LOD Peak \/ Threshold":"0.19"};{"Groupa":"At5g04590","Peak Marker or Interval":"3.16\/1.74","Chr":""};{};PMC3464107
1032;STRes11-6;{"LOD Peak \/ Threshold":"0.28"};{"Groupa":"At5g04590","Peak Marker or Interval":"4.56\/1.78","Chr":"10FD-late_83 Loc1 STEM"};{};PMC3464107
1033;STRes11-2;{"LOD Peak \/ Threshold":"0.13"};{"Groupa":"At5g16710","Peak Marker or Interval":"1.88\/1.74","Chr":"10FD-late_83 Loc2 STEM"};{};PMC3464107
1034;STRes11-6;{"LOD Peak \/ Threshold":"0.23"};{"Groupa":"At5g04590","Peak Marker or Interval":"3.23\/1.74","Chr":"10FD-late_83 Loc2 STEM"};{};PMC3464107
1035;LFRes11-4;{"LOD Peak \/ Threshold":"0.22"};{"Groupa":"cLEX4G10","Peak Marker or Interval":"3.80\/1.69","Chr":"GC_120 p7629 LEAF"};{};PMC3464107
1036;LFRes11-3;{"LOD Peak \/ Threshold":"0.12"};{"Groupa":"At1g44446","Peak Marker or Interval":"1.87\/1.61","Chr":"GC_120 Sal10 LEAF"};{};PMC3464107
1037;STRes11-4;{"LOD Peak \/ Threshold":"0.18"};{"Groupa":"cLEX4G10","Peak Marker or Interval":"3.06\/1.68","Chr":"GC_120 p7629 STEM"};{};PMC3464107
1038;STRes11-3;{"LOD Peak \/ Threshold":"0.10"};{"Groupa":"At1g21690","Peak Marker or Interval":"1.87\/1.61","Chr":"GC-3_120 Sal10 STEM"};{};PMC3464107
1039;STRes11-5;{"LOD Peak \/ Threshold":"0.21"};{"Groupa":"At4g10050","Peak Marker or Interval":"3.35\/1.61","Chr":""};{};PMC3464107
1040;Percentage of fruit set (%);{"h2":"0.300"};{"Abbreviation":"PF","Details":"Percentage of flowers that reached fruit set in a plant"};{};PMC4726135
1041;Total fruit weight (g/plant);{"h2":"0.507"};{"Abbreviation":"TFW","Details":"Total fruit weight per plant"};{};PMC4726135
1042;Average fruit weight (g);{"h2":"0.538"};{"Abbreviation":"AFW","Details":"Average weight of all fruits from a plant"};{};PMC4726135
1043;Percentage of marketable fruits (%);{"h2":"0.401"};{"Abbreviation":"PMF","Details":"Percentage of fruits of 100\u2009g or more, without physiological disorders, in a plant"};{};PMC4726135
1044;Total marketable fruit weight (g/plant);{"h2":"0.449"};{"Abbreviation":"TMFW","Details":"Total marketable fruit weight per plant"};{};PMC4726135
1045;Average marketable fruit weight (g);{"h2":"0.469"};{"Abbreviation":"AMFW","Details":"Average weight of marketable fruits in a plant"};{};PMC4726135
1046;Soluble solids content (˚Brix);{"h2":"0.600"};{"Abbreviation":"SSC","Details":"Degree of Brix measured by saccharimeter (average of 4 marketable fruits per plant)"};{};PMC4726135
1047;Pericarp colour;{"h2":"1.000"};{"Abbreviation":"PCol","Details":"Colourless (pink tomato) and yellow (red tomato) pericarp counted as 0 and 1, respectively"};{};PMC4726135
1048;Style scar;{"h2":"0.492"};{"Abbreviation":"SS","Details":"Size of style scar on ripened fruit was scored based on the length of major axis. 0: <4\u2009mm, 1: 4\u2009~\u200910\u2009mm, 2: >10\u2009mm"};{};PMC4726135
1049;Percentage of blossom-end rot fruits (%);{"h2":"0.389"};{"Abbreviation":"PBF","Details":"Percentage of blossom-end rot fruits in a plant"};{};PMC4726135
1050;Percentage of irregular-shaped fruits (%);{"h2":"0.478"};{"Abbreviation":"PIF","Details":"Percentage of irregular-shaped fruits in a plant"};{};PMC4726135
1051;Percentage of cracked fruits (%);{"h2":"0.338"};{"Abbreviation":"PCF","Details":"Percentage of cracked fruits in a plant"};{};PMC4726135
1052;Percentage of small fruits (%);{"h2":"0.372"};{"Abbreviation":"PSF","Details":"Percentage of fruits less than 100\u2009g in a plant"};{};PMC4726135
1053;Leaf length (mm);{"h2":"0.492"};{"Abbreviation":"LL","Details":"Length of a leaf under the first truss"};{};PMC4726135
1054;Leaf width (mm);{"h2":"0.464"};{"Abbreviation":"LW","Details":"Width of a leaf under the first truss"};{};PMC4726135
1055;Stem width (mm);{"h2":"0.377"};{"Abbreviation":"SW","Details":"Width of a stem at the position of the first truss"};{};PMC4726135
1056;Height to the first truss (cm);{"h2":"0.370"};{"Abbreviation":"H1T","Details":"Height of the first truss from ground"};{};PMC4726135
1057;Number of flowers;{"h2":"0.382"};{"Abbreviation":"NFlo","Details":"Number of flowers after defloration (maximum number of flowers is 6\u2009per truss)"};{};PMC4726135
1058;Days to flowering;{"h2":"0.106"};{"Abbreviation":"DTF","Details":"Number of days from seeding to first flower"};{};PMC4726135
1059;Number of leaves under the first truss;{"h2":"0.389"};{"Abbreviation":"NL1T","Details":"Number of true leaves under the first truss"};{};PMC4726135
1060;Yield;{"h2":"0.300"};{"Abbreviation":"PF","Details":"Percentage of flowers that reached fruit set in a plant"};{};PMC4726135
1061;Yield;{"h2":"0.507"};{"Abbreviation":"TFW","Details":"Total fruit weight per plant"};{};PMC4726135
1062;Yield;{"h2":"0.538"};{"Abbreviation":"AFW","Details":"Average weight of all fruits from a plant"};{};PMC4726135
1063;Yield;{"h2":"0.401"};{"Abbreviation":"PMF","Details":"Percentage of fruits of 100\u2009g or more, without physiological disorders, in a plant"};{};PMC4726135
1064;Yield;{"h2":"0.449"};{"Abbreviation":"TMFW","Details":"Total marketable fruit weight per plant"};{};PMC4726135
1065;Yield;{"h2":"0.469"};{"Abbreviation":"AMFW","Details":"Average weight of marketable fruits in a plant"};{};PMC4726135
1066;Quality;{"h2":"0.600"};{"Abbreviation":"SSC","Details":"Degree of Brix measured by saccharimeter (average of 4 marketable fruits per plant)"};{};PMC4726135
1067;Quality;{"h2":"1.000"};{"Abbreviation":"PCol","Details":"Colourless (pink tomato) and yellow (red tomato) pericarp counted as 0 and 1, respectively"};{};PMC4726135
1068;Quality;{"h2":"0.492"};{"Abbreviation":"SS","Details":"Size of style scar on ripened fruit was scored based on the length of major axis. 0: <4\u2009mm, 1: 4\u2009~\u200910\u2009mm, 2: >10\u2009mm"};{};PMC4726135
1069;Physiological disorder of fruit;{"h2":"0.389"};{"Abbreviation":"PBF","Details":"Percentage of blossom-end rot fruits in a plant"};{};PMC4726135
1070;Physiological disorder of fruit;{"h2":"0.478"};{"Abbreviation":"PIF","Details":"Percentage of irregular-shaped fruits in a plant"};{};PMC4726135
1071;Physiological disorder of fruit;{"h2":"0.338"};{"Abbreviation":"PCF","Details":"Percentage of cracked fruits in a plant"};{};PMC4726135
1072;Physiological disorder of fruit;{"h2":"0.372"};{"Abbreviation":"PSF","Details":"Percentage of fruits less than 100\u2009g in a plant"};{};PMC4726135
1073;Others;{"h2":"0.492"};{"Abbreviation":"LL","Details":"Length of a leaf under the first truss"};{};PMC4726135
1074;Others;{"h2":"0.464"};{"Abbreviation":"LW","Details":"Width of a leaf under the first truss"};{};PMC4726135
1075;Others;{"h2":"0.377"};{"Abbreviation":"SW","Details":"Width of a stem at the position of the first truss"};{};PMC4726135
1076;Others;{"h2":"0.370"};{"Abbreviation":"H1T","Details":"Height of the first truss from ground"};{};PMC4726135
1077;Others;{"h2":"0.382"};{"Abbreviation":"NFlo","Details":"Number of flowers after defloration (maximum number of flowers is 6\u2009per truss)"};{};PMC4726135
1078;Others;{"h2":"0.106"};{"Abbreviation":"DTF","Details":"Number of days from seeding to first flower"};{};PMC4726135
1079;Others;{"h2":"0.389"};{"Abbreviation":"NL1T","Details":"Number of true leaves under the first truss"};{};PMC4726135
1080;Percentage of fruit set;{"RR":"0.238","Bayes C":"0.290","RKHS":"0.256","RF":"0.207","BL":"0.244","wBSR":"0.319","EBL":"0.220"};{};{};PMC4726135
1081;Total fruit weight;{"RR":"0.590","Bayes C":"0.606","RKHS":"0.599","RF":"0.472","BL":"0.591","wBSR":"0.602","EBL":"0.576"};{};{};PMC4726135
1082;Average fruit weight;{"RR":"0.461","Bayes C":"0.450","RKHS":"0.455","RF":"0.302","BL":"0.424","wBSR":"0.450","EBL":"0.461"};{};{};PMC4726135
1083;Percentage of marketable fruits;{"RR":"0.199","Bayes C":"0.256","RKHS":"0.225","RF":"0.017","BL":"0.206","wBSR":"0.238","EBL":"0.133"};{};{};PMC4726135
1084;Total marketable fruit weight;{"RR":"0.403","Bayes C":"0.414","RKHS":"0.413","RF":"0.118","BL":"0.381","wBSR":"0.400","EBL":"0.377"};{};{};PMC4726135
1085;Average marketable fruit weight;{"RR":"0.437","Bayes C":"0.420","RKHS":"0.408","RF":"0.221","BL":"0.387","wBSR":"0.429","EBL":"0.482"};{};{};PMC4726135
1086;Soluble solids content;{"RR":"0.772","Bayes C":"0.778","RKHS":"0.771","RF":"0.679","BL":"0.768","wBSR":"0.779","EBL":"0.807"};{};{};PMC4726135
1087;Pericarp colour;{"RR":"0.482","Bayes C":"0.465","RKHS":"0.514","RF":"0.498","BL":"0.371","wBSR":"0.387","EBL":"0.456"};{};{};PMC4726135
1088;Style scar;{"RR":"0.513","Bayes C":"0.511","RKHS":"0.495","RF":"0.508","BL":"0.493","wBSR":"0.505","EBL":"0.496"};{};{};PMC4726135
1089;Percentage of blossom-end rot fruits;{"RR":"−0.064","Bayes C":"0.153","RKHS":"0.206","RF":"0.012","BL":"0.113","wBSR":"0.030","EBL":"0.015"};{};{};PMC4726135
1090;Percentage of irregular-shaped fruits;{"RR":"0.454","Bayes C":"0.465","RKHS":"0.427","RF":"0.413","BL":"0.439","wBSR":"0.448","EBL":"0.406"};{};{};PMC4726135
1091;Percentage of cracked fruits;{"RR":"−0.018","Bayes C":"0.022","RKHS":"0.117","RF":"0.422","BL":"0.034","wBSR":"0.095","EBL":"−0.240"};{};{};PMC4726135
1092;Percentage of small fruits;{"RR":"−0.048","Bayes C":"0.156","RKHS":"−0.103","RF":"−0.049","BL":"0.131","wBSR":"0.018","EBL":"−0.030"};{};{};PMC4726135
1093;Leaf length;{"RR":"0.361","Bayes C":"0.384","RKHS":"0.346","RF":"0.365","BL":"0.366","wBSR":"0.307","EBL":"0.244"};{};{};PMC4726135
1094;Leaf width;{"RR":"0.282","Bayes C":"0.335","RKHS":"0.305","RF":"0.213","BL":"0.307","wBSR":"0.328","EBL":"0.302"};{};{};PMC4726135
1095;Stem width;{"RR":"0.336","Bayes C":"0.347","RKHS":"0.342","RF":"0.258","BL":"0.353","wBSR":"0.340","EBL":"0.337"};{};{};PMC4726135
1096;Height to the first truss;{"RR":"0.397","Bayes C":"0.399","RKHS":"0.355","RF":"0.394","BL":"0.409","wBSR":"0.415","EBL":"0.381"};{};{};PMC4726135
1097;Number of flowers;{"RR":"0.332","Bayes C":"0.376","RKHS":"0.331","RF":"0.343","BL":"0.367","wBSR":"0.323","EBL":"0.350"};{};{};PMC4726135
1098;Days to flowering;{"RR":"0.576","Bayes C":"0.591","RKHS":"0.703","RF":"0.653","BL":"0.584","wBSR":"0.580","EBL":"0.581"};{};{};PMC4726135
1099;Number of leaves under the first truss;{"RR":"0.285","Bayes C":"0.304","RKHS":"0.326","RF":"0.276","BL":"0.275","wBSR":"0.311","EBL":"0.212"};{};{};PMC4726135
1100;Adult survival (B. tabaci);{"QTL":"Wf-1"};{"Chr.":"2","Resistance donor":"S. galapagense (PRI95004)","% Explained":"54.1","References":"[16]"};{};PMC4301655
1101;Wf-2;{"QTL":"9"};{"Chr.":"14.8","Resistance donor":"S. galapagense (PRI95004)","References":"[16]"};{};PMC4301655
1102;Wf-I;{"QTL":"1"};{"Chr.":"S. pennellii (LA3791)","Resistance donor":"12.1","% Explained":"[34]"};{};PMC4301655
1103;Wf-III;{"QTL":"3"};{"Chr.":"15.6","% Explained":"[34]"};{};PMC4301655
1104;Wf-IV;{"QTL":"4"};{"Chr.":"12.3-30.7","% Explained":"[34]"};{};PMC4301655
1105;Wf-VI;{"QTL":"6"};{"Chr.":"10.1","% Explained":"[34]"};{};PMC4301655
1106;Oviposition rate (B. tabaci);{"QTL":"Wf-1"};{"Chr.":"2","Resistance donor":"S. galapagense (PRI95004)","% Explained":"41.7","References":"[16]"};{};PMC4301655
1107;Wf-2;{"QTL":"9"};{"Chr.":"11.1","Resistance donor":"S. galapagense (PRI95004)","References":"[16]"};{};PMC4301655
1108;R2/9;{"QTL":"9"};{"Chr.":"S. habrochaites (LA1777)","Resistance donor":"55.2","% Explained":"[33]"};{};PMC4301655
1109;R1/10;{"QTL":"10"};{"Chr.":"15","% Explained":"[33]"};{};PMC4301655
1110;R3/11a;{"QTL":"11"};{"Chr.":"52.9","% Explained":"[33]"};{};PMC4301655
1111;R4/11b;{"QTL":"11"};{"Chr.":"43.3","% Explained":"[33]"};{};PMC4301655
1112;Wf-IV;{"QTL":"4"};{"Chr.":"S. pennellii (LA3791)","Resistance donor":"10.3-29.6","% Explained":"[34]"};{};PMC4301655
1113;Wf-VI;{"QTL":"6"};{"Chr.":"13.9","% Explained":"[34]"};{};PMC4301655
1114;Wf-X;{"QTL":"10"};{"Chr.":"10","% Explained":"[34]"};{};PMC4301655
1115;Oviposition rate (T. vaporariorum);{"QTL":"Tv-1"};{"Chr.":"1","Resistance donor":"S. habrochaites (CGN1.1561)","% Explained":"6.4","References":"[28]"};{};PMC4301655
1116;Tv-2;{"QTL":"12"};{"Chr.":"8","Resistance donor":"S. habrochaites (CGN1.1561)","References":"[28]"};{};PMC4301655
1117;Pre-adult survival (B. tabaci);{"QTL":"Wf-1"};{"Chr.":"2","Resistance donor":"S. galapagense (PRI95004)","% Explained":"13.3","References":"[16]"};{};PMC4301655
1118;Density of trichome type IV;{"QTL":"Wf-1"};{"Chr.":"2","Resistance donor":"S. galapagense (PRI95004)","% Explained":"66.3","References":"[16]"};{};PMC4301655
